# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466374.bam" "SRR24466375.bam" "SRR24466376.bam" "SRR24466389.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466374.bam	SRR24466375.bam	SRR24466376.bam	SRR24466389.bam	SRR24466391.bam
YDL032W	IV	393690	394001	+	312	4	1	8	8	6
YDR456W	IV	1367485	1369386	+	1902	3961	5326	3548	6575	3693
YDL036C	IV	387513	388901	-	1389	490	536	600	1369	858
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	7	0	0	3	0
YDL217C	IV	67983	68606	-	624	387	587	472	1291	696
snR63	IV	323217	323471	-	255	2213	1615	2961	5611	2808
YDR334W	IV	1135932	1140476	+	4545	1753	2918	1659	4311	1958
YDL049C	IV	365068	365874	-	807	526	911	867	1605	1054
YDL164C	IV	164987	167254	-	2268	862	742	689	2271	1147
YDR384C	IV	1241204	1242031	-	828	1265	1162	1740	3044	2272
YDR149C	IV	755555	756262	-	708	0	0	0	0	0
YDR093W	IV	631282	636120	+	4839	1785	2208	1735	3822	2093
YDR071C	IV	588827	589402	-	576	12813	8323	9847	27930	10705
YDL143W	IV	199996	201582	+	1587	2882	4145	3382	10884	5762
YDR032C	IV	504099	504695	-	597	3682	3652	2706	12904	6793
tR(UCU)D	IV	568882	568953	+	72	0	0	0	0	0
YDR063W	IV	578663	579112	+	450	2193	3026	2094	8529	4169
YDL166C	IV	163449	164042	-	594	717	833	920	2090	1399
YDR004W	IV	455201	456583	+	1383	1704	1707	1832	3499	1807
YDR151C	IV	764178	765155	-	978	2421	2398	1817	10658	3916
YDR037W	IV	525440	527215	+	1776	13112	16222	18486	46545	25684
YDL175C	IV	144484	145518	-	1035	888	1137	915	2571	1335
YDR286C	IV	1035231	1035575	-	345	1657	1072	1133	2405	1211
YDR172W	IV	808324	810381	+	2058	3753	3463	3738	10067	6135
YDL174C	IV	145826	147589	-	1764	5232	10566	6795	10696	5476
YDR080W	IV	604008	606986	+	2979	1725	1717	1702	3541	1928
YDR503C	IV	1455042	1455866	-	825	561	700	493	1110	607
YDR069C	IV	584939	587719	-	2781	1119	1296	943	3584	1860
YDR047W	IV	551860	552948	+	1089	1703	3068	2415	6658	3620
YDR215C	IV	894089	894502	-	414	4	2	0	10	6
YDR267C	IV	1002510	1003502	-	993	544	796	616	1728	971
YDR142C	IV	740473	741600	-	1128	639	752	700	1890	990
YDL212W	IV	78426	79058	+	633	27528	18514	27325	28959	20939
YDR249C	IV	958681	959802	-	1122	556	511	438	1184	802
YDL209C	IV	86207	87226	-	1020	305	464	376	931	507
YDR044W	IV	546642	547628	+	987	1068	1410	1048	4630	1592
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	1083	575	687	400	519
YDR311W	IV	1085065	1086993	+	1929	1390	1631	1446	4008	2273
YDL159C-B	IV	173056	173232	-	177	0	0	0	2	0
YDR222W	IV	910054	911301	+	1248	1289	1988	3242	2533	2397
YDR510C-A	IV	1469695	1469811	-	117	4	7	0	10	7
YDR401W	IV	1272223	1272786	+	564	18	13	13	24	12
YDR207C	IV	865012	867522	-	2511	1005	1276	1212	2848	1351
YDL005C	IV	441014	442309	-	1296	1192	1385	1188	3965	2146
YDR295C	IV	1052623	1054647	-	2025	952	1243	781	2911	1454
YDR543C	IV	1524634	1524933	-	300	2	0	0	0	2
YDL208W	IV	87512	87982	+	471	2556	2449	2976	5509	4136
YDR135C	IV	723004	727551	-	4548	5593	6151	4234	8663	4740
YDL114W	IV	255604	256530	+	927	2	12	8	17	6
YDR247W	IV	956013	957398	+	1386	1474	2523	1746	5841	3316
YDL197C	IV	104917	106494	-	1578	1243	1526	1278	5325	2288
YDR229W	IV	924785	926146	+	1362	933	1306	905	3582	1637
YDR095C	IV	636117	636527	-	411	0	2	1	45	27
YDR027C	IV	494649	497318	-	2670	1521	1922	1486	4852	2398
YDL106C	IV	270222	271901	-	1680	831	1004	751	3347	1677
YDR404C	IV	1276654	1277169	-	516	1455	1826	1495	4832	2822
YDR256C	IV	968133	969680	-	1548	151	109	133	446	141
YDR518W	IV	1478608	1480161	+	1554	2534	2771	1714	4042	1733
YDR055W	IV	563527	564861	+	1335	6164	8501	4054	12429	5200
YDL087C	IV	300214	300999	-	786	220	347	292	841	464
YDR177W	IV	816878	817525	+	648	3780	2734	2812	8456	3816
YDL014W	IV	427364	428347	+	984	1897	2043	2554	6909	4951
YDR289C	IV	1038280	1039509	-	1230	2387	2127	1877	4668	2163
YDL159W	IV	172481	174028	+	1548	442	755	480	1740	880
YDR532C	IV	1499396	1500553	-	1158	1586	1195	1207	2869	1613
YDR137W	IV	728259	730250	+	1992	1250	1651	1289	3418	1857
YDL153C	IV	181186	183018	-	1833	1299	868	1352	2153	1801
YDR393W	IV	1259901	1261271	+	1371	746	1001	701	1760	889
YDR506C	IV	1459728	1461554	-	1827	343	705	392	953	481
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	13787	7818	11684	12036	6964
YDL090C	IV	295034	296329	-	1296	570	737	692	1973	1018
YDR033W	IV	508147	509109	+	963	46889	57534	52310	77149	51819
YDR035W	IV	521816	522928	+	1113	8092	11956	12569	23946	14593
YDR332W	IV	1131001	1133070	+	2070	583	812	665	1760	1065
YDR510W	IV	1469400	1469705	+	306	6320	8981	5810	22349	9536
YDL055C	IV	355674	356759	-	1086	50866	42750	55404	92604	61480
YDR480W	IV	1417399	1418370	+	972	550	655	478	2134	1066
YDL103C	IV	275148	276581	-	1434	1215	1299	1002	3934	1653
YDL085C-A	IV	302464	302670	-	207	32316	25199	27064	24326	18042
YDR350C	IV	1176120	1178174	-	2055	1178	1533	1114	2752	1691
YDR342C	IV	1154216	1155928	-	1713	358	824	321	5418	4221
YDR087C	IV	617470	618306	-	837	1071	630	1133	2023	1613
YDL236W	IV	32296	33234	+	939	3374	4207	4254	8407	4498
YDR012W	IV	471853	472941	+	1089	6519	7934	9935	30954	16827
YDL121C	IV	245133	245582	-	450	17718	11994	23197	12798	14355
YDR525W-A	IV	1490596	1490835	+	240	1079	2148	1338	3004	2118
tG(GCC)D2	IV	992832	992902	+	71	192	217	311	310	226
YDL190C	IV	118707	121592	-	2886	2254	2571	2104	6041	2607
YDL047W	IV	369771	370706	+	936	1359	2139	1558	5686	2977
YDR099W	IV	653607	654428	+	822	6722	8841	6043	24458	11982
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	2624	5166	3648	9795	4981
YDR164C	IV	782041	784215	-	2175	934	1508	950	2849	1605
YDR058C	IV	567723	568703	-	981	1438	1449	1192	2784	1377
YDL020C	IV	415113	416708	-	1596	11339	6487	4918	32176	9997
YDL025C	IV	405344	407206	-	1863	2900	3330	2877	8549	4429
YDR374C	IV	1223474	1224394	-	921	167	281	173	336	105
YDL207W	IV	88248	89864	+	1617	1246	1827	1629	3612	2258
YDR270W	IV	1005675	1008689	+	3015	1086	2521	1609	2834	1904
YDR152W	IV	765706	766503	+	798	1516	1806	1686	5245	2434
YDL148C	IV	188154	190586	-	2433	957	642	819	1942	1441
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	0	4	1	10	3
YDR379C-A	IV	1233278	1233517	-	240	6758	6713	4285	8392	3992
YDR218C	IV	903781	905052	-	1272	152	170	87	156	78
YDL018C	IV	422833	423510	-	678	6217	2568	3890	6206	3328
YDR507C	IV	1462358	1465786	-	3429	1190	1438	1063	2500	1274
YDL003W	IV	444683	446383	+	1701	1364	1335	1145	3094	1702
YDR524C-B	IV	1489598	1489798	-	201	27388	33897	37029	94776	58906
YDR371W	IV	1219413	1220948	+	1536	1233	1168	843	2137	1272
YDR359C	IV	1191936	1194884	-	2949	968	1601	1071	2353	1415
YDL180W	IV	135896	137539	+	1644	2662	2979	2880	5217	2965
YDL133W	IV	222427	223740	+	1314	1403	1616	1283	3611	2201
YDR335W	IV	1141168	1144842	+	3675	2429	3894	2395	7217	3454
YDR351W	IV	1178666	1181260	+	2595	1047	1219	1117	2738	1463
YDL150W	IV	183343	184611	+	1269	641	564	578	1481	895
YDL177C	IV	141209	141721	-	513	984	1048	1275	1395	680
YDR171W	IV	806621	807748	+	1128	45508	53828	22069	281137	45684
YDR364C	IV	1202843	1204210	-	1368	453	606	626	1144	827
YDR309C	IV	1079048	1080199	-	1152	2317	4034	2845	6625	3122
YDL239C	IV	26403	28775	-	2373	1384	961	830	1902	833
YDL228C	IV	45277	45918	-	642	4	2	3	0	0
YDL156W	IV	174918	176486	+	1569	206	323	196	489	300
YDL016C	IV	425570	425872	-	303	810	740	723	1867	745
tX(XXX)D	IV	1150842	1150941	-	100	15	9	10	5	4
YDR524W-C	IV	1489403	1489492	+	90	13	6	7	3	5
YDL085W	IV	303211	304848	+	1638	46	56	26	234	73
YDR300C	IV	1061505	1062791	-	1287	1100	1380	1498	3546	2166
YDL168W	IV	159604	160764	+	1161	1511	1662	1598	4713	2347
YDR360W	IV	1194598	1195032	+	435	0	0	0	3	4
YDR195W	IV	848599	850200	+	1602	717	883	434	2242	1113
YDR321W	IV	1108702	1109847	+	1146	1377	1545	1942	3551	2643
YDR237W	IV	936615	937493	+	879	1461	1344	1456	3411	1765
YDL127W	IV	234927	235853	+	927	406	775	558	1239	730
YDR107C	IV	669016	671034	-	2019	1353	1797	1521	2696	1666
YDR472W	IV	1403322	1404173	+	852	812	1202	985	2675	1385
YDL030W	IV	397537	399129	+	1593	435	530	427	1115	614
YDR468C	IV	1398026	1398700	-	675	3233	2430	3115	6316	3251
YDL084W	IV	305237	306577	+	1341	15311	15378	15628	40403	20698
YDL203C	IV	96082	97953	-	1872	602	796	698	1749	914
YDL025W-A	IV	405410	405514	+	105	6	6	9	21	6
YDR285W	IV	1032436	1035063	+	2628	597	696	609	1408	720
YDL229W	IV	44065	45906	+	1842	13399	15201	20766	48310	30500
YDR329C	IV	1126270	1127595	-	1326	1573	2148	1536	4763	2202
YDR034C	IV	509737	512109	-	2373	2966	3079	3296	5545	3213
YDR009W	IV	463434	464996	+	1563	68	87	55	164	103
tS(AGA)D2	IV	980974	981055	-	82	22	23	23	18	34
YDR488C	IV	1429188	1430789	-	1602	213	361	398	760	456
YDR103W	IV	658350	661103	+	2754	1477	2234	1570	3663	1903
YDR336W	IV	1145092	1146036	+	945	1109	1198	1192	2471	1357
YDL101C	IV	280307	281848	-	1542	930	682	650	2274	1309
YDR162C	IV	780390	781100	-	711	1198	1831	1644	3015	1916
YDR312W	IV	1087581	1088942	+	1362	715	575	776	1645	871
YDL061C	IV	340628	340798	-	171	15211	18038	19136	31662	23127
YDL040C	IV	378874	381438	-	2565	2350	3523	2741	8630	4826
YDR145W	IV	746738	748357	+	1620	2343	2616	2295	5541	2977
YDR124W	IV	700315	701289	+	975	362	270	244	1066	394
YDL231C	IV	38867	42244	-	3378	2128	2891	2408	4837	2381
YDR190C	IV	840604	841995	-	1392	3097	2875	3115	8631	4351
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	2150	2962	2399	5425	2998
YDR463W	IV	1386816	1388375	+	1560	3469	3517	2675	6347	3325
YDR491C	IV	1434500	1434991	-	492	2	4	4	16	14
YDR449C	IV	1357580	1358902	-	1323	657	717	720	1195	1056
YDL035C	IV	389172	392057	-	2886	2706	3490	2596	6305	3265
YDR074W	IV	593893	596583	+	2691	10662	7801	4281	53228	23586
YDR525W	IV	1489905	1490234	+	330	2	2	3	10	0
YDR257C	IV	969990	971474	-	1485	1203	1499	1418	2940	2131
YDR402C	IV	1272234	1273703	-	1470	35	47	23	147	19
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	104935	37494	96587	139411	64813
YDR376W	IV	1226822	1228303	+	1482	857	1029	711	2835	1686
YDR161W	IV	779043	780206	+	1164	551	653	839	1923	1378
YDR090C	IV	625066	625998	-	933	1189	1727	1346	2255	1345
YDR189W	IV	838392	840392	+	2001	1956	1955	1739	6323	2604
YDR524C	IV	1487542	1488990	-	1449	1002	1435	1058	2227	1462
YDL237W	IV	30657	31829	+	1173	4234	6646	4048	7762	3839
YDR188W	IV	836421	838061	+	1641	2296	3860	3252	10595	5972
YDL133C-A	IV	221724	221801	-	78	397263	314381	343194	156612	201448
YDR531W	IV	1498232	1499335	+	1104	3096	3657	4031	7199	4939
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0	1
YDR226W	IV	916486	917154	+	669	9203	11371	10806	35537	16531
YDL054C	IV	359825	361285	-	1461	2288	3622	3543	6518	3786
YDL205C	IV	92762	93745	-	984	1460	1976	1894	3105	2290
YDR537C	IV	1510856	1511461	-	606	1	0	0	6	5
YDR496C	IV	1441433	1443403	-	1971	819	833	1007	1830	1404
YDR313C	IV	1089219	1090079	-	861	720	854	652	2417	974
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	854	1344	1193	2812	1555
tV(CAC)D	IV	1075472	1075544	-	73	24	12	13	6	11
YDR340W	IV	1150881	1151183	+	303	132	111	81	55	63
YDL147W	IV	190924	192261	+	1338	8407	8640	6705	19840	8942
YDL081C	IV	309802	310122	-	321	78267	50275	93396	106935	64203
YDR283C	IV	1025070	1030049	-	4980	1029	1721	1158	3027	1487
YDR261C	IV	977521	979209	-	1689	3791	4941	3775	6406	3430
YDL211C	IV	79294	80412	-	1119	356	337	332	919	569
YDL074C	IV	324047	326149	-	2103	2738	3099	2618	6350	3196
YDL091C	IV	293392	294759	-	1368	2092	3243	1730	4920	2430
YDR346C	IV	1167214	1168659	-	1446	1775	1942	1795	5127	2862
YDR072C	IV	589761	591344	-	1584	2957	3234	2153	7147	3748
YDR242W	IV	946807	948456	+	1650	543	960	917	1459	745
YDR323C	IV	1112480	1114027	-	1548	732	746	725	1741	826
YDR486C	IV	1427431	1428120	-	690	976	1448	863	3924	1777
YDR420W	IV	1306267	1311675	+	5409	1480	2658	2001	3066	1769
YDL122W	IV	242552	244981	+	2430	1780	2337	1626	3566	2125
YDR390C	IV	1254937	1256847	-	1911	2063	1915	2050	4758	2491
YDR481C	IV	1418550	1420250	-	1701	5810	7244	6061	13004	7048
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	1499	1390	1665	2588	1626
YDL105W	IV	272389	273597	+	1209	298	266	258	625	402
YDL141W	IV	203039	205111	+	2073	675	976	751	2925	1611
YDR400W	IV	1271063	1272085	+	1023	477	499	467	1449	589
YDR522C	IV	1483795	1485303	-	1509	18	8	5	17	8
YDL173W	IV	148191	149078	+	888	2630	4065	2937	7256	3330
YDR279W	IV	1019368	1020420	+	1053	492	598	476	1521	914
YDR281C	IV	1022007	1022321	-	315	72	53	61	89	44
YDR213W	IV	889751	892492	+	2742	454	620	494	1277	528
YDR179W-A	IV	819433	820824	+	1392	2763	1495	2980	2867	1670
YDR330W	IV	1127872	1129374	+	1503	736	1226	644	3810	1747
YDR106W	IV	667004	667858	+	855	135	86	92	350	296
YDL178W	IV	139522	141114	+	1593	5004	4385	5003	7463	4874
YDR484W	IV	1422763	1424688	+	1926	1363	1338	1264	3530	1640
YDR308C	IV	1078027	1078449	-	423	5434	2383	4591	10184	3563
YDL192W	IV	116321	116866	+	546	27410	19540	27127	48759	25467
YDL202W	IV	98475	99224	+	750	884	952	821	2634	1373
YDR146C	IV	748613	750742	-	2130	2956	3018	2253	7572	3204
YDR241W	IV	945151	945438	+	288	4453	3572	3596	2230	2571
YDL158C	IV	173866	174174	-	309	1109	530	1223	803	666
YDL185W	IV	126787	130002	+	3216	10539	10942	9443	36671	12536
YDR251W	IV	960614	963106	+	2493	2914	3902	2610	8126	4157
tL(UAA)D	IV	519743	519826	+	84	0	1	0	4	0
YDR192C	IV	843569	844861	-	1293	311	439	366	1425	660
YDR368W	IV	1213904	1214842	+	939	2518	3656	2142	10819	4400
YDR494W	IV	1436930	1438015	+	1086	1922	1736	1585	4966	2247
YDR399W	IV	1270068	1270733	+	666	3899	2367	3082	8107	4898
YDR070C	IV	588098	588379	-	282	511	796	203	3699	1878
YDR138W	IV	730578	732836	+	2259	1336	1552	1333	3078	1559
YDR031W	IV	503498	503863	+	366	15960	12625	12252	14681	13473
YDR255C	IV	966557	967822	-	1266	483	815	473	2824	1770
YDL060W	IV	341619	343985	+	2367	447	703	644	1153	958
YDR048C	IV	553084	553398	-	315	8	3	11	13	16
YDR067C	IV	582791	583465	-	675	1091	1478	1001	3192	1990
YDR126W	IV	703234	704244	+	1011	339	547	387	819	451
YDR315C	IV	1092741	1093586	-	846	1817	1029	1355	2690	1261
YDL126C	IV	236157	238664	-	2508	7098	11217	6487	38489	16383
YDR262W	IV	993134	993952	+	819	2718	3708	2537	6328	3427
tQ(UUG)D3	IV	802731	802802	-	72	0	3	4	4	3
YDR345C	IV	1162957	1164660	-	1704	37427	108994	60083	167675	72868
YDR079W	IV	603064	603399	+	336	2530	1734	1898	4706	2271
YDR433W	IV	1329600	1330040	+	441	18	33	26	91	75
YDL144C	IV	198662	199732	-	1071	585	673	475	2150	969
YDR306C	IV	1073735	1075171	-	1437	774	1075	707	2316	1253
YDR292C	IV	1043146	1045011	-	1866	2110	2888	2085	5966	3175
YDL009C	IV	432925	433248	-	324	27	39	40	102	81
YDR290W	IV	1039370	1039699	+	330	0	0	0	0	0
YDR282C	IV	1023511	1024755	-	1245	520	541	495	1232	761
YDR170C	IV	796193	802222	-	6030	3534	4863	3351	8203	3677
YDR174W	IV	812110	812850	+	741	3756	5840	4267	16516	7220
YDL218W	IV	66493	67446	+	954	9	34	29	105	57
YDL062W	IV	339857	340282	+	426	2	6	4	2	0
YDL048C	IV	366739	368211	-	1473	1362	6463	4333	5568	3462
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	17990	20402	23754	47112	26908
YDR112W	IV	679544	679852	+	309	2	2	0	4	1
YDR538W	IV	1510902	1511630	+	729	346	547	406	998	643
YDL011C	IV	432308	432631	-	324	3	0	2	0	0
YDR355C	IV	1186067	1186369	-	303	0	0	2	2	0
YDR301W	IV	1063352	1067425	+	4074	1157	1613	1443	2872	1589
YDR412W	IV	1294693	1295400	+	708	519	655	593	1501	1077
YDR530C	IV	1496791	1497768	-	978	719	1031	838	3162	1306
YDR227W	IV	917571	921647	+	4077	1930	2018	1852	3492	1792
YDR041W	IV	539803	540414	+	612	3635	4059	3196	8767	4634
YDR015C	IV	477960	478199	-	240	0	0	0	0	2
YDL008W	IV	433497	433994	+	498	1539	1123	1462	3137	1304
YDR234W	IV	931129	933210	+	2082	1047	1349	1883	3211	2069
YDR511W	IV	1470017	1470418	+	402	675	804	653	3724	1629
YDR519W	IV	1480425	1480832	+	408	4781	3311	4412	5796	2779
YDL086C-A	IV	301655	302089	-	435	49	42	48	198	126
YDR250C	IV	960086	960361	-	276	8	4	4	15	20
YDR465C	IV	1393336	1394574	-	1239	613	597	1177	1683	1629
YDL001W	IV	447984	449276	+	1293	832	925	742	2791	1345
YDR454C	IV	1366264	1366827	-	564	5046	6461	6006	17155	10644
YDR013W	IV	473157	473783	+	627	2083	931	1460	2770	1260
YDR076W	IV	598468	599688	+	1221	284	365	418	441	347
YDL095W	IV	287059	289512	+	2454	9525	10976	8913	15422	7389
YDL007C-A	IV	436567	436824	-	258	0	0	4	0	2
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	14498	17708	19527	43410	29297
YDR100W	IV	655013	655444	+	432	3418	4452	3142	7448	5123
YDR479C	IV	1415210	1416874	-	1665	2100	2614	1844	5255	2509
tS(AGA)D1	IV	437772	437853	+	82	3	0	2	0	2
YDL117W	IV	248581	251238	+	2658	839	1167	810	2160	1255
YDR140W	IV	734138	734803	+	666	444	658	577	1557	881
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	13854	12200	11996	26459	12852
tQ(UUG)D2	IV	645153	645224	-	72	2	0	0	0	0
YDR327W	IV	1125302	1125628	+	327	4	1	5	6	6
YDR062W	IV	576474	578159	+	1686	6626	7566	5980	9646	5425
YDR143C	IV	742042	743874	-	1833	683	975	755	2740	1320
YDL172C	IV	148607	149086	-	480	9	5	13	14	6
YDL053C	IV	361699	362256	-	558	2596	2561	2216	5197	2684
YDR223W	IV	912099	913502	+	1404	262	205	166	637	190
YDL037C	IV	384601	385587	-	987	74	399	290	287	264
YDL167C	IV	160995	163154	-	2160	592	767	808	1234	899
YDR246W-A	IV	955133	955333	+	201	15	23	7	100	53
YDR371C-A	IV	1219509	1219613	-	105	10	2	7	14	6
YDR517W	IV	1477239	1478357	+	1119	1724	3219	1688	8308	3855
YDL226C	IV	51115	52173	-	1059	2195	2554	2361	6469	3385
YDR467C	IV	1397583	1397909	-	327	84	54	56	109	56
YDL134C	IV	219662	220771	-	1110	2331	2836	2233	8515	4170
YDR117C	IV	683946	685643	-	1698	963	1274	1012	2883	1518
YDR314C	IV	1090433	1092511	-	2079	359	607	435	1476	756
YDR440W	IV	1342493	1344241	+	1749	561	720	601	1627	884
YDR303C	IV	1068729	1071386	-	2658	3202	2172	2102	5821	2584
YDL078C	IV	315357	316388	-	1032	8688	5943	6559	16646	8973
YDL238C	IV	28985	30454	-	1470	304	429	303	1037	578
YDR529C	IV	1496165	1496548	-	384	13869	9336	10265	29022	11776
YDR437W	IV	1337352	1337774	+	423	167	270	218	450	271
snR47	IV	541602	541700	-	99	503	295	425	423	478
YDL196W	IV	106741	107070	+	330	6	17	13	11	5
YDR452W	IV	1362878	1364902	+	2025	7447	9922	6147	14710	7037
YDR445C	IV	1352182	1352589	-	408	0	0	1	0	0
YDR347W	IV	1169178	1170143	+	966	928	1205	922	3090	1673
tQ(UUG)D1	IV	520972	521043	+	72	3	0	1	1	4
YDR490C	IV	1431968	1434268	-	2301	730	794	455	2655	1398
YDR516C	IV	1474974	1476476	-	1503	2747	7582	2373	37966	15925
YDR509W	IV	1468226	1468573	+	348	4	2	3	4	2
YDL193W	IV	114672	115799	+	1128	2587	2842	1913	4943	2577
YDL137W	IV	216529	217074	+	546	25111	15231	18385	37206	16821
YDL118W	IV	247302	247682	+	381	2	2	0	6	1
YDR235W	IV	933504	935138	+	1635	2091	2165	1862	4251	2263
YDR233C	IV	929470	930357	-	888	19287	21098	18104	38608	20000
YDR388W	IV	1250186	1251634	+	1449	3050	4453	3115	12480	5744
YDR209C	IV	871036	871449	-	414	3	3	2	4	0
YDR049W	IV	553254	555152	+	1899	908	1169	973	2641	1271
YDL194W	IV	111580	114234	+	2655	579	1066	638	1795	1021
YDR021W	IV	486804	488003	+	1200	172	144	187	373	298
YDR353W	IV	1183299	1184258	+	960	3964	4368	3936	18038	8495
YDR051C	IV	557056	558060	-	1005	7891	4836	7144	9940	4672
YDR288W	IV	1037195	1038106	+	912	7706	4854	6817	7740	4737
YDR141C	IV	734901	739997	-	5097	1928	2550	1642	4589	2218
YDR194C	IV	845952	847946	-	1995	2338	2636	2249	5719	2779
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	15313	12125	14228	17336	10308
YDR054C	IV	561440	562327	-	888	1456	2249	1625	6614	3414
YDR122W	IV	694700	697894	+	3195	1796	2358	1433	6322	2986
YDR184C	IV	830629	831513	-	885	283	283	341	554	560
YDR183C-A	IV	830397	830654	-	258	28	12	24	52	30
YDL240W	IV	22823	25876	+	3054	1279	1792	1402	3136	2026
YDR056C	IV	565023	565640	-	618	4682	5932	4507	8140	5082
YDR541C	IV	1519664	1520698	-	1035	575	1161	866	1803	1121
YDL042C	IV	376757	378445	-	1689	259	430	332	842	644
YDR185C	IV	831934	832473	-	540	404	285	236	1158	670
YDR328C	IV	1125434	1126018	-	585	24302	17268	20201	41175	24052
YDR280W	IV	1020747	1021664	+	918	1577	1501	1559	3750	2272
tV(UAC)D	IV	488797	488870	-	74	34	15	31	20	26
YDR098C	IV	644178	644930	-	753	3187	3385	2702	9067	4442
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	2738	3019	2141	6775	3575
YDR423C	IV	1318046	1319275	-	1230	787	1260	975	3676	1726
YDR017C	IV	479115	482267	-	3153	1385	1678	1292	3668	1906
YDR419W	IV	1303174	1305072	+	1899	578	1061	731	1827	1059
YDR444W	IV	1350290	1352353	+	2064	1001	1210	1093	2732	1562
YDR341C	IV	1151803	1153626	-	1824	5244	6207	7748	19652	12112
YDR154C	IV	768403	768753	-	351	429	438	354	897	545
YDR464W	IV	1388872	1393179	+	4308	1714	1901	1575	2983	1529
YDR132C	IV	718816	720303	-	1488	374	561	368	1150	716
YDL210W	IV	84270	85985	+	1716	80	124	91	204	76
YDR395W	IV	1263324	1266158	+	2835	2127	2239	1997	5451	3101
YDL222C	IV	60872	61801	-	930	611	280	269	2318	1150
YDR372C	IV	1221112	1222149	-	1038	6440	5034	4868	14476	6880
YDR325W	IV	1117126	1120233	+	3108	1421	1299	1380	3256	1569
YDR216W	IV	895035	899006	+	3972	3196	2644	2405	11800	3348
YDR082W	IV	610441	611925	+	1485	732	928	887	1854	1062
YDL224C	IV	54397	56346	-	1950	1284	1884	1548	4501	2504
YDR498C	IV	1445843	1446994	-	1152	612	661	536	2257	1159
YDR010C	IV	465051	465383	-	333	8	20	25	29	28
YDR006C	IV	458542	461247	-	2706	947	1439	984	3215	1807
YDR182W	IV	827582	829057	+	1476	3773	4614	3272	7119	3781
YDL102W	IV	276872	280165	+	3294	390	451	391	1153	585
YDL179W	IV	138291	139205	+	915	621	734	607	1936	1021
YDL067C	IV	334217	334396	-	180	13227	9439	13799	21385	10571
YDR030C	IV	501753	503273	-	1521	274	351	257	748	396
YDR020C	IV	485746	486444	-	699	261	278	288	523	351
YDR527W	IV	1491094	1492413	+	1320	923	1056	806	3272	1365
YDR333C	IV	1133260	1135431	-	2172	1795	2184	1752	4558	1876
YDL093W	IV	289909	292140	+	2232	1588	1974	1421	2622	1267
YDL043C	IV	375680	376480	-	801	522	586	558	1363	810
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	19539	14880	16970	17219	10785
YDR322C-A	IV	1112003	1112293	-	291	31937	25422	29443	26190	24710
YDL130W-A	IV	229171	229431	+	261	2577	2554	1087	8241	3745
YDR210W	IV	871074	871301	+	228	2013	2248	2180	5156	3234
YDR260C	IV	976717	977229	-	513	384	768	567	1496	924
YDL017W	IV	424209	425732	+	1524	297	484	345	1083	534
YDR073W	IV	592439	592948	+	510	1219	1485	1170	4584	2411
YDL069C	IV	333121	333810	-	690	1274	835	1231	2229	1234
YDR455C	IV	1367373	1367681	-	309	0	0	0	0	0
YDR461W	IV	1385176	1385286	+	111	48	56	54	269	66
YDR435C	IV	1332983	1333969	-	987	737	1136	652	3401	1717
YDL063C	IV	338272	340134	-	1863	455	337	654	1000	891
YDR121W	IV	693585	694175	+	591	397	576	473	1690	875
YDR178W	IV	817950	818495	+	546	1367	1805	1057	6466	2628
YDL013W	IV	429067	430926	+	1860	700	884	793	2078	1070
YDR534C	IV	1503314	1504900	-	1587	138	225	171	334	142
YDR392W	IV	1258696	1259709	+	1014	1032	1342	997	3482	1588
YDR034C-A	IV	520516	520692	-	177	46	26	38	31	39
YDL132W	IV	224304	226751	+	2448	3247	3405	2439	8400	3378
YDR535C	IV;IV	1506606;1507315	1507058;1507362	-;-	501	39	57	33	67	47
YDR202C	IV	856898	857953	-	1056	1048	1227	896	3718	1751
YDL050C	IV	364446	364817	-	372	3	2	4	2	2
YDR524C-A	IV	1489871	1489990	-	120	6	4	7	6	4
YDL109C	IV	265258	267201	-	1944	402	479	367	950	468
YDR211W	IV	884727	886865	+	2139	1829	1857	1756	4910	2829
YDR110W	IV	676102	677802	+	1701	1592	1399	1619	2347	1409
tG(CCC)D	IV	1257008	1257079	-	72	4	4	2	1	0
